# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_6	cds	39891	43388	+	IGAEJH_03915	mfd	transcription-repair coupling factor	GO:0003690, GO:0005515, GO:0005524, GO:0006281, GO:0016887, SO:0001217, UniRef:UniRef50_A0A0R1W2P0, UniRef:UniRef90_D0R2N6
contig_6	cds	43405	43647	+	IGAEJH_03920		RNA-binding S4 domain-containing protein	RefSeq:WP_004898904.1, SO:0001217, UniParc:UPI000207C0E8, UniRef:UniRef100_A0A7D9N4S6, UniRef:UniRef50_K0D8W0, UniRef:UniRef90_A0A7D9N4S6
contig_6	cds	43736	44113	+	IGAEJH_03925	ftsL	Cell division protein FtsL	SO:0001217, UniRef:UniRef50_A0A133PDZ0, UniRef:UniRef90_A0A133PDZ0
contig_6	cds	44113	44469	+	IGAEJH_03930		Ribosomal protein S1	RefSeq:WP_004895911.1, SO:0001217, UniParc:UPI00019F4762, UniRef:UniRef100_C2E383, UniRef:UniRef50_D0R2P1, UniRef:UniRef90_D0R2P1
contig_6	cds	44459	45787	+	IGAEJH_03935	tilS	tRNA(Ile)-lysidine synthase	EC:6.3.4.19, GO:0005524, GO:0005737, GO:0006400, GO:0016879, SO:0001217, UniRef:UniRef50_Q046D9, UniRef:UniRef90_Q74LA3
contig_6	cds	45871	47997	+	IGAEJH_03940	ftsH	ATP-dependent zinc metalloprotease FtsH	GO:0004222, GO:0006508, GO:0016887, GO:0051301, RefSeq:WP_158172123.1, SO:0001217, UniParc:UPI00130333BC, UniRef:UniRef100_A0A6B9HXT6, UniRef:UniRef50_P37476, UniRef:UniRef90_A0A256L9P6
contig_6	cds	48068	50755	+	IGAEJH_03945	yfhO	YfhO family protein	SO:0001217, UniRef:UniRef50_Q74LA0, UniRef:UniRef90_Q74LA1
contig_6	cds	50818	53460	+	IGAEJH_03950	yfhO	YfhO family protein	SO:0001217, UniRef:UniRef50_Q74LA0, UniRef:UniRef90_Q74LA0
contig_6	cds	53515	54390	+	IGAEJH_03955	hslO	Hsp33 family molecular chaperone HslO	GO:0005737, GO:0006457, GO:0051082, KEGG:K04083, RefSeq:WP_158172126.1, SO:0001217, UniParc:UPI0013033FAE, UniRef:UniRef100_A0A6B9HUZ9, UniRef:UniRef50_Q8YAC4, UniRef:UniRef90_Q74L99
contig_6	cds	54450	55457	+	IGAEJH_03960	dusB	tRNA dihydrouridine synthase DusB	EC:1.3.1.-, GO:0003824, GO:0008033, GO:0016491, GO:0017150, GO:0050660, RefSeq:WP_087284786.1, SO:0001217, UniParc:UPI000B3ABF42, UniRef:UniRef100_A0A1Y4I7A2, UniRef:UniRef50_P37567, UniRef:UniRef90_A0A833FIQ1
contig_6	cds	55472	57016	+	IGAEJH_03965	lysS	lysine--tRNA ligase	EC:6.1.1.6, GO:0004824, GO:0005737, GO:0006430, KEGG:K04567, RefSeq:WP_004895895.1, SO:0001217, UniParc:UPI00019F475A, UniRef:UniRef100_C2E375, UniRef:UniRef50_Q4L3H5, UniRef:UniRef90_I7LB09
contig_6	tRNA	57118	57192	+	IGAEJH_03970	trnG	tRNA-Gly(gcc)	SO:0000260
contig_6	tRNA	57233	57306	+	IGAEJH_03975	trnP	tRNA-Pro(cgg)	SO:0000268
contig_6	cds	57470	59926	+	IGAEJH_03980		ATP-dependent Clp protease	SO:0001217, UniRef:UniRef50_P24428, UniRef:UniRef90_D0R1I9
contig_6	cds	60125	63739	+	IGAEJH_03985	rpoB	DNA-directed RNA polymerase subunit beta	EC:2.7.7.6, GO:0000428, GO:0003677, GO:0003899, GO:0006351, GO:0032549, SO:0001217, UniRef:UniRef50_Q046D2, UniRef:UniRef90_Q74L95
contig_6	cds	63757	67428	+	IGAEJH_03990	rpoC	DNA-directed RNA polymerase subunit beta'	EC:2.7.7.6, GO:0000287, GO:0000345, GO:0000428, GO:0003677, GO:0003899, GO:0006351, GO:0008270, RefSeq:WP_004895890.1, SO:0001217, UniParc:UPI00019F4757, UniRef:UniRef100_A0A1Y4IEP7, UniRef:UniRef50_Q74L94, UniRef:UniRef90_Q046D1
contig_6	cds	67503	68174	-	IGAEJH_03995		Bacterial peptidase A24, N-terminal domain protein	RefSeq:WP_087284779.1, SO:0001217, UniParc:UPI000B37B3FB, UniRef:UniRef100_UPI000B37B3FB, UniRef:UniRef50_C2E371, UniRef:UniRef90_C2E371
contig_6	cds	68341	68748	+	IGAEJH_04000	rpsL	30S ribosomal protein S12	COG:COG0048, COG:J, GO:0000314, GO:0003735, GO:0006412, GO:0022627, KEGG:K02950, SO:0001217, UniRef:UniRef50_Q9X1J3, UniRef:UniRef90_UPI001AE7FDDF
contig_6	cds	68772	69242	+	IGAEJH_04005	rpsG	30S ribosomal protein S7	COG:COG0049, COG:J, GO:0000049, GO:0000314, GO:0003735, GO:0006412, GO:0015935, GO:0019843, GO:0022627, KEGG:K02992, RefSeq:WP_004895884.1, SO:0001217, UniParc:UPI0000239ACA, UniRef:UniRef100_Q74L91, UniRef:UniRef50_Q839H0, UniRef:UniRef90_Q5FM93
contig_6	cds	69272	71368	+	IGAEJH_04010	fusA	elongation factor G	COG:COG0480, COG:J, GO:0003746, GO:0003924, GO:0005525, GO:0005737, GO:0006414, RefSeq:WP_012845640.1, SO:0001217, UniParc:UPI0001BB6A65, UniRef:UniRef100_A0A1Z1N7Z5, UniRef:UniRef50_Q9A3K4, UniRef:UniRef90_Q1GBM0
contig_6	cds	71639	71947	+	IGAEJH_04015	rpsJ	30S ribosomal protein S10	COG:COG0051, COG:J, GO:0000049, GO:0003723, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_004895879.1, SO:0001217, UniParc:UPI00019F4702, UniRef:UniRef100_C2E367, UniRef:UniRef50_P62653, UniRef:UniRef90_Q5FM91
contig_6	cds	71974	72603	+	IGAEJH_04020	rplC	50S ribosomal protein L3	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_003649467.1, SO:0001217, UniParc:UPI0000239ACD, UniRef:UniRef100_Q74L88, UniRef:UniRef50_A4J111, UniRef:UniRef90_Q74L88
contig_6	cds	72618	73235	+	IGAEJH_04025	rplD	50S ribosomal protein L4	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_004895875.1, SO:0001217, UniParc:UPI0000239ACE, UniRef:UniRef100_P61064, UniRef:UniRef50_P42921, UniRef:UniRef90_P61064
contig_6	cds	73235	73531	+	IGAEJH_04030	rplW	50S ribosomal protein L23	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_004895873.1, SO:0001217, UniParc:UPI0000239ACF, UniRef:UniRef100_Q74L87, UniRef:UniRef50_Q88XY4, UniRef:UniRef90_Q74L87
contig_6	cds	73551	74387	+	IGAEJH_04035	rplB	50S ribosomal protein L2	GO:0000315, GO:0003735, GO:0006412, GO:0015934, GO:0016740, GO:0019843, GO:0022625, RefSeq:WP_004895870.1, SO:0001217, UniParc:UPI0000239AD0, UniRef:UniRef100_Q74L86, UniRef:UniRef50_Q5FM87, UniRef:UniRef90_Q74L86
contig_6	cds	74409	74696	+	IGAEJH_04040	rpsS	30S ribosomal protein S19	GO:0000314, GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843, GO:0022627, RefSeq:WP_012845642.1, SO:0001217, UniParc:UPI0001BB6A67, UniRef:UniRef100_A0A6B9HY32, UniRef:UniRef50_P59776, UniRef:UniRef90_Q046C1
contig_6	cds	74717	75070	+	IGAEJH_04045	rplV	50S ribosomal protein L22	COG:COG0091, COG:J, GO:0000311, GO:0003735, GO:0006412, GO:0015934, GO:0019843, GO:0022625, RefSeq:WP_003649465.1, SO:0001217, UniParc:UPI0000239AD2, UniRef:UniRef100_Q046C0, UniRef:UniRef50_P42060, UniRef:UniRef90_Q1GBL3
contig_6	cds	75085	75753	+	IGAEJH_04050	rpsC	30S ribosomal protein S3	GO:0000312, GO:0003729, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022627, GO:1990904, KEGG:K02982, RefSeq:WP_012845643.1, SO:0001217, UniParc:UPI0001BB6A68, UniRef:UniRef100_A0A137PJJ2, UniRef:UniRef50_P21465, UniRef:UniRef90_Q74L83
contig_6	cds	75756	76193	+	IGAEJH_04055	rplP	50S ribosomal protein L16	COG:COG0197, COG:J, GO:0000049, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, KEGG:K02878, RefSeq:WP_004895865.1, SO:0001217, UniParc:UPI0000239AD4, UniRef:UniRef100_Q74L82, UniRef:UniRef50_Q9RXJ5, UniRef:UniRef90_Q5FM83
contig_6	cds	76183	76380	+	IGAEJH_04060	rpmC	50S ribosomal protein L29	COG:COG0255, COG:J, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, SO:0001217, UniRef:UniRef50_Q839F6, UniRef:UniRef90_A8YXL3
contig_6	cds	76403	76669	+	IGAEJH_04065	rpsQ	30S ribosomal protein S17	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_003647827.1, SO:0001217, UniParc:UPI0000239AD6, UniRef:UniRef100_Q046B6, UniRef:UniRef50_P23828, UniRef:UniRef90_Q046B6
contig_6	cds	76703	77071	+	IGAEJH_04070	rplN	50S ribosomal protein L14	COG:COG0093, COG:J, GO:0000315, GO:0003735, GO:0006412, GO:0015934, GO:0019843, GO:0022625, RefSeq:WP_003647826.1, SO:0001217, UniParc:UPI0000239AD7, UniRef:UniRef100_Q046B5, UniRef:UniRef50_P47407, UniRef:UniRef90_Q5FM80
contig_6	cds	77092	77331	+	IGAEJH_04075	rplX	50S ribosomal protein L24	COG:COG0198, COG:J, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_004895861.1, SO:0001217, UniParc:UPI0000239AD8, UniRef:UniRef100_P60741, UniRef:UniRef50_Q5FM79, UniRef:UniRef90_P60741
contig_6	cds	77346	77888	+	IGAEJH_04080	rplE	50S ribosomal protein L5	GO:0000049, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_004895859.1, SO:0001217, UniParc:UPI0000239AD9, UniRef:UniRef100_Q74L78, UniRef:UniRef50_P08895, UniRef:UniRef90_Q74L78
contig_6	cds	77903	78088	+	IGAEJH_04085	rpsZ	type Z 30S ribosomal protein S14	COG:COG0199, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0008270, GO:0019843, GO:1990904, KEGG:K02954, RefSeq:WP_003647824.1, SO:0001217, UniParc:UPI0000239ADA, UniRef:UniRef100_A0A133PDP7, UniRef:UniRef50_Q1GBK5, UniRef:UniRef90_Q1GBK5
contig_6	cds	78113	78511	+	IGAEJH_04090	rpsH	30S ribosomal protein S8	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, KEGG:K02994, RefSeq:WP_004895856.1, SO:0001217, UniParc:UPI0000239ADB, UniRef:UniRef100_Q74L76, UniRef:UniRef50_Q5FM77, UniRef:UniRef90_Q74L76
contig_6	cds	78536	79066	+	IGAEJH_04095	rplF	50S ribosomal protein L6	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_012845644.1, SO:0001217, UniParc:UPI0001BB6A69, UniRef:UniRef100_D0R1L2, UniRef:UniRef50_Q2YEI7, UniRef:UniRef90_Q74L75
contig_6	cds	79094	79453	+	IGAEJH_04100	rplR	50S ribosomal protein L18	GO:0000315, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_004895852.1, SO:0001217, UniParc:UPI0000239ADD, UniRef:UniRef100_Q74L74, UniRef:UniRef50_Q01WA8, UniRef:UniRef90_Q74L74
contig_6	cds	79471	79995	+	IGAEJH_04105	rpsE	30S ribosomal protein S5	GO:0000312, GO:0003735, GO:0006412, GO:0015935, GO:0019843, GO:0022627, KEGG:K02988, RefSeq:WP_003647820.1, SO:0001217, UniParc:UPI0000239ADE, UniRef:UniRef100_Q046A9, UniRef:UniRef50_P21467, UniRef:UniRef90_Q046A9
contig_6	cds	80008	80190	+	IGAEJH_04110	rpmD	50S ribosomal protein L30	GO:0000315, GO:0003735, GO:0006412, GO:0015934, GO:0022625, RefSeq:WP_003647819.1, SO:0001217, UniParc:UPI0000239ADF, UniRef:UniRef100_Q046A8, UniRef:UniRef50_B1I1L7, UniRef:UniRef90_Q046A8
contig_6	cds	80216	80656	+	IGAEJH_04115	rplO	50S ribosomal protein L15	GO:0000315, GO:0003735, GO:0006412, GO:0015934, GO:0019843, GO:0022625, RefSeq:WP_003649460.1, SO:0001217, UniParc:UPI0000239AE0, UniRef:UniRef100_Q74L71, UniRef:UniRef50_A6TWG3, UniRef:UniRef90_Q74L71
contig_6	cds	80656	81951	+	IGAEJH_04120	secY	preprotein translocase subunit SecY	GO:0005886, GO:0015450, GO:0043952, RefSeq:WP_004895849.1, SO:0001217, UniParc:UPI0000239AE1, UniRef:UniRef100_C2E346, UniRef:UniRef50_F6CD01, UniRef:UniRef90_I7IVD0
contig_6	cds	81963	82616	+	IGAEJH_04125	adk	adenylate kinase	EC:2.7.4.3, GO:0004017, GO:0005524, GO:0005737, GO:0006139, GO:0008270, GO:0016310, GO:0016776, GO:0019205, GO:0044209, RefSeq:WP_004895847.1, SO:0001217, UniParc:UPI0000239AE2, UniRef:UniRef100_Q74L69, UniRef:UniRef50_Q5FM70, UniRef:UniRef90_Q74L69
contig_6	cds	82690	82911	+	IGAEJH_04130	infA	translation initiation factor IF-1	COG:COG0361, COG:J, GO:0003743, GO:0005737, GO:0006413, GO:0019843, GO:0043022, RefSeq:WP_003647816.1, SO:0001217, UniParc:UPI0000239AE3, UniRef:UniRef100_Q046A4, UniRef:UniRef50_P0A3K4, UniRef:UniRef90_Q046A4
contig_6	cds	82926	83042	+	IGAEJH_04135	rpmJ	50S ribosomal protein L36	COG:COG0257, COG:J, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_003647815.1, SO:0001217, UniParc:UPI0000E5578A, UniRef:UniRef100_Q046A3, UniRef:UniRef50_A5VLI2, UniRef:UniRef90_A5VLI2
contig_6	cds	83076	83423	+	IGAEJH_04140	rpsM	30S ribosomal protein S13	GO:0000049, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022627, GO:1990904, KEGG:K02952, RefSeq:WP_003647814.1, SO:0001217, UniParc:UPI0000239AE5, UniRef:UniRef100_Q046A2, UniRef:UniRef50_O46912, UniRef:UniRef90_Q046A2
contig_6	cds	83448	83837	+	IGAEJH_04145	rpsK	30S ribosomal protein S11	COG:COG0100, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_003647813.1, SO:0001217, UniParc:UPI0000239AE6, UniRef:UniRef100_Q046A1, UniRef:UniRef50_Q6N4V6, UniRef:UniRef90_Q5FM66
contig_6	cds	83883	84821	+	IGAEJH_04150	rpoA	DNA-directed RNA polymerase subunit alpha	EC:2.7.7.6, GO:0000428, GO:0003677, GO:0003899, GO:0005737, GO:0006351, GO:0046983, SO:0001217, UniParc:UPI0022E8AE43, UniRef:UniRef100_UPI0022E8AE43, UniRef:UniRef50_P20429, UniRef:UniRef90_Q74L64
contig_6	cds	84848	85231	+	IGAEJH_04155	rplQ	50S ribosomal protein L17	COG:COG0203, COG:J, GO:0003735, GO:0005762, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_003649454.1, SO:0001217, UniParc:UPI0000239AE8, UniRef:UniRef100_Q74L63, UniRef:UniRef50_Q5FM64, UniRef:UniRef90_Q5FM64
contig_6	ncRNA-region	85280	85349	+			L17 ribosomal protein downstream element	RFAM:RF01708, SO:0005836
contig_6	cds	85417	86265	+	IGAEJH_04160	ecfA1	energy-coupling factor transporter ATPase	EC:7.-.-.-, GO:0005524, GO:0005886, GO:0006810, GO:0009898, GO:0016887, GO:0022857, GO:0042626, SO:0001217, UniParc:UPI0022E1A824, UniRef:UniRef100_UPI0022E1A824, UniRef:UniRef50_Q1GBJ0, UniRef:UniRef90_Q74L62
contig_6	cds	86241	87110	+	IGAEJH_04165	ecfA2	energy-coupling factor transporter ATPase	EC:3.6.3.-, GO:0005524, GO:0005886, GO:0006810, GO:0009898, GO:0016887, GO:0022857, GO:0042626, SO:0001217, UniRef:UniRef50_Q74L61, UniRef:UniRef90_Q74L61
contig_6	cds	87103	87900	+	IGAEJH_04170	ecfT	Energy-coupling factor transporter transmembrane protein EcfT	KEGG:K16785, SO:0001217, UniRef:UniRef50_A8YXN4, UniRef:UniRef90_D0R1M7
contig_6	cds	87904	88695	+	IGAEJH_04175	truA	tRNA pseudouridine(38-40) synthase TruA	EC:5.4.99.12, GO:0003723, GO:0006400, GO:0009982, GO:0031119, GO:0106029, SO:0001217, UniRef:UniRef50_Q5FM60, UniRef:UniRef90_Q74L59
contig_6	ncRNA-region	88727	88778	+			Ribosomal protein L13 leader	RFAM:RF00555, SO:0000140
contig_6	cds	88798	89241	+	IGAEJH_04180	rplM	50S ribosomal protein L13	GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_011161528.1, SO:0001217, UniParc:UPI0000239AED, UniRef:UniRef100_Q74L58, UniRef:UniRef50_A0QSP8, UniRef:UniRef90_Q74L58
contig_6	cds	89255	89650	+	IGAEJH_04185	rpsI	30S ribosomal protein S9	GO:0003735, GO:0005840, GO:0006412, RefSeq:WP_004895822.1, SO:0001217, UniParc:UPI0000239AEE, UniRef:UniRef100_C2E332, UniRef:UniRef50_A4J153, UniRef:UniRef90_A0A0R1S8K9
contig_6	cds	89773	89982	+	IGAEJH_04190		hypothetical protein	SO:0001217, UniParc:UPI0003C76A6C, UniRef:UniRef100_A0A7D9N8I1, UniRef:UniRef50_A0A7D9N8I1, UniRef:UniRef90_A0A7D9N8I1
contig_6	cds	90123	91712	+	IGAEJH_04195		ABC transporter ATP-binding protein	RefSeq:WP_044496645.1, SO:0001217, UniParc:UPI0005CB7448, UniRef:UniRef100_A0A9X4X8V3, UniRef:UniRef50_A0A249NLL2, UniRef:UniRef90_A0A9X8VNJ8
contig_6	cds	91713	93287	+	IGAEJH_04200		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2X0PHM4, UniRef:UniRef90_A0A9X0SBK9
contig_6	cds	93312	93881	+	IGAEJH_04205		Histidine phosphatase family protein	RefSeq:WP_023599217.1, SO:0001217, UniParc:UPI0003C76468, UniRef:UniRef100_A0A9X0SCR4, UniRef:UniRef50_Q74KP0, UniRef:UniRef90_A0A9X0SCR4
contig_6	cds	94010	94876	+	IGAEJH_04210		NmrA-like domain-containing protein	RefSeq:WP_023599218.1, SO:0001217, UniParc:UPI0003C76673, UniRef:UniRef100_A0A9X7T455, UniRef:UniRef50_A0A0R2DAF4, UniRef:UniRef90_A0A0R2DAF4
contig_6	cds	95122	95706	-	IGAEJH_04215		DJ-1 family glyoxalase III	SO:0001217, UniRef:UniRef50_A0A1D7TQL7, UniRef:UniRef90_D0R1P2
contig_6	cds	95969	96658	+	IGAEJH_04220		Phosphoglycerate mutase family protein	RefSeq:WP_004895816.1, SO:0001217, UniParc:UPI00019F46F6, UniRef:UniRef100_C2E329, UniRef:UniRef50_A0A0D5MH09, UniRef:UniRef90_C2E329
contig_6	cds	96685	97011	-	IGAEJH_04225		HTH arsR-type domain-containing protein	RefSeq:WP_117285757.1, SO:0001217, UniParc:UPI000E336F1C, UniRef:UniRef100_A0A346MSP3, UniRef:UniRef50_Q74L49, UniRef:UniRef90_Q74L49
contig_6	cds	97104	97988	+	IGAEJH_04230		Cation efflux protein cytoplasmic domain-containing protein	SO:0001217, UniRef:UniRef50_Q74L48, UniRef:UniRef90_Q74L48
contig_6	cds	98052	98309	+	IGAEJH_04235		Antitoxin	SO:0001217, UniRef:UniRef50_Q74L47, UniRef:UniRef90_Q74L47
contig_6	cds	98311	98553	+	IGAEJH_04240		DUF3899 domain-containing protein	RefSeq:WP_170088324.1, SO:0001217, UniParc:UPI001472D7E1, UniRef:UniRef100_UPI001472D7E1, UniRef:UniRef50_Q74L46, UniRef:UniRef90_C2E325
contig_6	cds	98575	99252	+	IGAEJH_04245	gpmA2	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 2	EC:5.4.2.11, GO:0006094, GO:0006096, GO:0046538, RefSeq:WP_087284765.1, SO:0001217, UniParc:UPI000B369C6E, UniRef:UniRef100_A0A267M5M3, UniRef:UniRef50_Q38ZH8, UniRef:UniRef90_Q74L45
contig_6	cds	99362	100297	+	IGAEJH_04250		2,3-cyclic nucleotide	RefSeq:WP_012845667.1, SO:0001217, UniParc:UPI0001BB64CF, UniRef:UniRef100_A0A1Y4IGX6, UniRef:UniRef50_A0A2Z6T6B2, UniRef:UniRef90_C2E323
contig_6	cds	100746	101390	+	IGAEJH_04255		WxL domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6P1TYD9
contig_6	cds	101383	102423	+	IGAEJH_04260		DUF3324 domain-containing protein	SO:0001217, UniRef:UniRef50_I7LDN0, UniRef:UniRef90_A0A5M9WHK5
contig_6	cds	102443	104266	+	IGAEJH_04265		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A267M7B4, UniRef:UniRef90_A0A267M7B4
contig_7	cds	100	402	+	IGAEJH_04270		hypothetical protein	SO:0001217, UniRef:UniRef50_C2E517
contig_7	cds	475	1131	-	IGAEJH_04275	trmB	tRNA (guanosine(46)-N7)-methyltransferase TrmB	EC:2.1.1.33, GO:0006400, GO:0008176, SO:0001217, UniRef:UniRef50_Q5FIS5, UniRef:UniRef90_Q74I98
contig_7	cds	1143	2354	-	IGAEJH_04280	ecsB	Protein ecsB	SO:0001217, UniParc:UPI001D40B8E0, UniRef:UniRef100_A0A921JMW5, UniRef:UniRef50_A0A0R2D5E0, UniRef:UniRef90_A0A249NHJ5
contig_7	cds	2347	3093	-	IGAEJH_04285		ABC transporter ATP-binding protein	RefSeq:WP_004893604.1, SO:0001217, UniParc:UPI00019F4807, UniRef:UniRef100_C2E514, UniRef:UniRef50_A0A1B2IQQ0, UniRef:UniRef90_A0A133P4K0
contig_7	cds	3189	3623	+	IGAEJH_04290		Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	RefSeq:WP_004897823.1, SO:0001217, UniParc:UPI0001BB68C9, UniRef:UniRef100_A0A137PL33, UniRef:UniRef50_D4YSK4, UniRef:UniRef90_A0A8E3ZZG1
contig_7	cds	3706	4197	+	IGAEJH_04295	ytxH	YtxH domain-containing protein	RefSeq:WP_012846534.1, SO:0001217, UniParc:UPI0001BB68CA, UniRef:UniRef100_A0A1Y4IAG5, UniRef:UniRef50_A0A133P4P5, UniRef:UniRef90_A0A133P4P5
contig_7	cds	4197	4547	+	IGAEJH_04300		Tropomyosin	RefSeq:WP_012846535.1, SO:0001217, UniParc:UPI0001BB68CB, UniRef:UniRef100_A0A1Y4IAL9, UniRef:UniRef50_C2E511, UniRef:UniRef90_C2E511
contig_7	cds	4669	5565	+	IGAEJH_04305	prsA1	Foldase protein PrsA 1	EC:5.2.1.8, GO:0003755, GO:0005886, GO:0006457, RefSeq:WP_012846536.1, SO:0001217, UniParc:UPI0001BB68CC, UniRef:UniRef100_A0A267MAG5, UniRef:UniRef50_P60750, UniRef:UniRef90_P60750
contig_7	cds	5622	6599	-	IGAEJH_04310		HD domain-containing protein	RefSeq:WP_087712756.1, SO:0001217, UniParc:UPI000B3FF152, UniRef:UniRef100_UPI000B3FF152, UniRef:UniRef50_A0A0R1VHZ2, UniRef:UniRef90_Q74I92
contig_7	cds	6599	9040	-	IGAEJH_04315	yhaN	Uncharacterized protein YhaN AAA domain-containing protein	SO:0001217, UniRef:UniRef50_D0R5G0, UniRef:UniRef90_D0R5G0
contig_7	cds	9018	10241	-	IGAEJH_04320		Calcineurin-like phosphoesterase domain-containing protein	RefSeq:WP_012846539.1, SO:0001217, UniParc:UPI0001BB68CF, UniRef:UniRef100_D0R5G1, UniRef:UniRef50_Q74I90, UniRef:UniRef90_Q74I90
contig_7	cds	10247	10600	-	IGAEJH_04325		UPF0342 protein LGAS_1451	RefSeq:WP_004893585.1, SO:0001217, UniParc:UPI00019F4800, UniRef:UniRef100_C2E506, UniRef:UniRef50_Q74I89, UniRef:UniRef90_Q74I89
contig_7	cds	10621	12678	-	IGAEJH_04330		Penicillin-binding protein 2A	EC:2.4.1.129, EC:3.4.16.4, KEGG:K12555, SO:0001217, UniRef:UniRef50_E7FND5, UniRef:UniRef90_D0R5G3
contig_7	cds	12784	13632	+	IGAEJH_04335		Pseudouridine synthase	RefSeq:WP_087283781.1, SO:0001217, UniParc:UPI000B385CE0, UniRef:UniRef100_A0A1Y4ICG8, UniRef:UniRef50_A0A0F4LIJ4, UniRef:UniRef90_D0R5G4
contig_7	tRNA	13666	13749	-	IGAEJH_04340	trnL	tRNA-Leu(cag)	SO:0000264
contig_7	cds	14326	14475	-	IGAEJH_04345		Acetyltransferase	SO:0001217, UniParc:UPI000BA2F1C9, UniRef:UniRef100_A0A267LCU3, UniRef:UniRef50_A0A346MUG9, UniRef:UniRef90_A0A1Z1N565
contig_7	cds	14491	15276	-	IGAEJH_04350		Aminoglycoside phosphotransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q74I78, UniRef:UniRef90_Q74I78
contig_7	cds	15322	16353	-	IGAEJH_04355		Penicillin-binding protein	SO:0001217, UniRef:UniRef50_D0R5G8, UniRef:UniRef90_D0R5G8
contig_7	cds	16785	17072	-	IGAEJH_04360		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A346MUG6, UniRef:UniRef90_A0A346MUG6
contig_7	cds	17161	17796	-	IGAEJH_04365	crp	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	COG:COG0664, COG:T, RefSeq:WP_004897836.1, SO:0001217, UniParc:UPI000214F094, UniRef:UniRef100_C2E4Z3, UniRef:UniRef50_Q74I73, UniRef:UniRef90_Q74I73
contig_7	cds	17816	18361	-	IGAEJH_04370		Non-specific DNA-binding protein Dps / Iron-binding ferritin-like antioxidant protein / Ferroxidase	RefSeq:WP_053107712.1, SO:0001217, UniParc:UPI00069EAB8B, UniRef:UniRef100_UPI00069EAB8B, UniRef:UniRef50_A0A0R1VUI8, UniRef:UniRef90_A0A0U5JLI6
contig_7	cds	18361	18591	-	IGAEJH_04375	copZ	Copper chaperone CopZ	COG:COG2608, COG:P, SO:0001217, UniRef:UniRef50_N1ZNZ5, UniRef:UniRef90_A0A970WCE0
contig_7	cds	18667	20520	-	IGAEJH_04380	cadA	Cation-transporting P-type ATPase	COG:COG2217, COG:P, SO:0001217, UniRef:UniRef50_A0A1E3KWL1, UniRef:UniRef90_Q5FLK2
contig_7	cds	20955	21302	-	IGAEJH_04385		(pseudo) CHRD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1XQT6, UniRef:UniRef90_A0A2T5Q154
contig_7	cds	21788	21949	+	IGAEJH_04390		hypothetical protein	RefSeq:WP_179210807.1, SO:0001217, UniParc:UPI0015C595D2, UniRef:UniRef100_A0A839HAK6, UniRef:UniRef50_A0A0R1T6R9, UniRef:UniRef90_A0A089QD43
contig_7	cds	22178	22780	-	IGAEJH_04395		hypothetical protein	RefSeq:WP_095076501.1, SO:0001217, UniParc:UPI000BA33754, UniRef:UniRef100_A0A6B9HZZ0, UniRef:UniRef50_C2E500, UniRef:UniRef90_A0A1V9QHR8
